corp_code,corp_name,stock_code,modify_date
01135941,원익IPS,240810,20240219
00173351,삼진,032750,20231213
01221947,비엔에프머티리얼즈,271780,20240308
00296324,큐로홀딩스,051780,20240219
01515864,넥스트칩,396270,20240219
01513404,하나머스트7호기업인수목적,372290,20240219
01676642,사피엔반도체,452430,20240219
00165103,푸드웰,005670,20230329
01387164,샤페론,378800,20240222
01524118,나노팀,417010,20240219
00121932,미원상사,002840,20230329
00362858,예스24,053280,20230329
00535676,테크윙,089030,20240223
00664288,스페이스솔루션,245030,20240214
00886792,루켄테크놀러지스,162120,20240227
01110058,바이오인프라,199730,20230329
00878696,에스케이바이오팜,326030,20230329
00231901,LB인베스트먼트,309960,20230329
00155735,피제이전자,006140,20240223
00181943,에스제이엠홀딩스,025530,20240221
00450339,에스에프씨,112240,20240221
00595191,후성,093370,20240314
00120216,KB손해보험,002550,20240221
00136271,신성이엔지,011930,20240222
00426828,케이웨더,068100,20240222
00149239,조일알미늄,018470,20240227
01328170,노드메이슨,317860,20230228
01365038,자람테크놀로지,389020,20230307
01231786,엑스페릭스,317770,20230717
01505450,디비금융제8호기업인수목적,367340,20230717
00612294,피엔티,137400,20230223
00264547,KG이니시스,035600,20230324
00104768,가온전선,000500,20230324
01137903,디케이티,290550,20230403
01442115,소마젠,950200,20230403
00167208,흥아해운,003280,20231010
01528141,LS머트리얼즈,417200,20231212
00297961,케이맥,043290,20240129
01147487,뷰티스킨,406820,20230724
01705777,엔에이치기업인수목적28호,450410,20231221
00150165,브이티,018290,20230721
00390514,이루온,065440,20230223
00165060,하이록코리아,013030,20230223
00545716,롯데렌탈,089860,20230324
00767460,PI첨단소재,178920,20230324
01047415,정다운,208140,20230518
01205514,큐라켐,456190,20230518
00599595,BGF에코머티리얼즈,126600,20231213
01423837,모아데이타,288980,20230223
00571298,덕우전자,263600,20230223
00152729,광전자,017900,20230330
00765569,기가비스,420770,20230524
00693651,비덴트,121800,20230822
00660459,나노씨엠에스,247660,20230926
01383229,저스템,417840,20230803
00920379,티엘비,356860,20230223
00607797,엄지하우스,224810,20230404
01187865,앙츠,267810,20230404
00231707,비트컴퓨터,032850,20240108
00360595,현대글로비스,086280,20240108
00403632,현대퓨처넷,126560,20240206
01540815,스튜디오삼익,415380,20240206
00364403,쏠리드,050890,20231108
00208444,피에스케이홀딩스,031980,20230223
00161860,한성기업,003680,20230223
01596656,메쎄이상,408920,20230404
00554024,셀트리온헬스케어,091990,20240112
00428251,현대백화점,069960,20240208
00135962,신라교역,004970,20231114
01336461,뉴로메카,348340,20231204
00378220,버킷스튜디오,066410,20230707
00447609,비에이치,090460,20230620
00106119,금양,001570,20230621
00108940,대성홀딩스,016710,20230621
01583397,하나금융20호기업인수목적,400560,20230919
01792791,IBKS제24호스팩,469480,20240201
00568188,마이크로컨텍솔,098120,20230223
00140964,영원무역홀딩스,009970,20230223
00311270,원텍,216280,20230223
01199550,HD현대에너지솔루션,322000,20231101
00543107,오킨스전자,080580,20230223
00164502,현대공업,170030,20230418
01190513,명진홀딩스,267060,20230418
01721809,현대그린푸드,453340,20230427
00106669,세아베스틸지주,001430,20230330
00156895,아주IB투자,027360,20230223
00380429,CMG제약,058820,20230717
01430475,코람코라이프인프라리츠,357120,20230920
00138695,뉴아세아,013340,20231114
01323032,케이카,381970,20231114
00173078,명신산업,009900,20230330
00601988,코난테크놀로지,402030,20230330
00573579,평화산업,090080,20230330
00634728,이크레더블,092130,20230330
00861076,케이탑리츠,145270,20230330
00910840,윈하이텍,192390,20230330
00109781,대림제지,017650,20230228
00361266,코원플레이,056000,20230330
01055317,비엔디생활건강,215050,20230421
01344202,뷰노,338220,20240115
00776820,영원무역,111770,20230223
00599285,서플러스글로벌,140070,20230223
00550994,아이센스,099190,20230223
01566248,에코프로에이치엔,383310,20230223
00117708,리드코프,012700,20230403
01546101,아이엠티,451220,20231204
00407771,듀오백,073190,20231204
01475609,디앤디플랫폼리츠,377190,20240122
00140779,영보화학,014440,20240123
01534522,삼성머스트기업인수목적5호,380320,20240123
00105138,파라텍,033540,20230612
01187175,라이프사이언스테크놀로지,285770,20230612
00922304,아셈스,136410,20230223
00925587,위드텍,348350,20230223
00872656,금양그린파워,282720,20230313
00134565,이스타코,015020,20230403
00125822,삼보산업,009620,20230403
00228712,동우팜투테이블,088910,20230403
00140858,와이엠,007530,20230426
01781847,교보15호스팩,465320,20231205
01226234,와이바이오로직스,338840,20231205
00667373,현대힘스,460930,20240126
01186671,바이오시네틱스,281310,20230612
00136624,신영와코루,005800,20230223
01259232,노바텍,285490,20230223
00248974,하나제약,293480,20230403
00413417,우리손에프앤지,073560,20230403
00222213,피케이엘,039870,20231206
01816268,KB제29호스팩,478390,20240621
00939942,포시에스,189690,20240611
00498001,모베이스,101330,20240913
00397243,티엔아이,066350,20240711
00842585,네이블,153460,20240415
00978075,머니무브,179720,20240415
01150515,대명에너지,389260,20240415
00127954,CJ프레시웨이,051500,20240626
01442966,마스턴프리미어리츠,357430,20240626
01148909,휴럼,284420,20240628
00393469,녹원씨엔아이,065560,20240729
00442835,메타랩스,090370,20240805
00341916,오스템임플란트,048260,20240814
00350048,오성첨단소재,052420,20240523
00337296,원포유,122830,20240523
00409140,이원컴포텍,088290,20240628
00450995,대모,317850,20240628
00202060,구영테크,053270,20240924
00161116,HL D&I,014790,20240925
01251489,라온피플,300120,20240510
00838962,알서포트,131370,20240524
01011368,에이치브이엠,295310,20240628
00103121,세븐코스프,017160,20240628
00103325,고제,002540,20240628
00114765,케이비아이동국실업,001620,20240402
01190568,에이피알,278470,20240924
00625942,한솔아이원스,114810,20240527
00106508,기린,006070,20240628
00107923,남한제지,001950,20240628
00110051,에스케이머티리얼즈,036490,20240628
00264103,에이엠에스,044770,20240628
00264839,아이비진,039060,20240628
00132992,성우하이텍,015750,20240402
00153339,태경산업,015890,20240402
00365457,제이티,089790,20240402
00660121,디에이테크놀로지,196490,20240402
01137383,카카오게임즈,293490,20240402
01284751,시지트로닉스,429270,20240927
01785700,IBKS제23호스팩,467930,20240927
01672114,한국제11호기업인수목적,436610,20240927
00909835,차이커뮤니케이션,351870,20240927
00117027,알루코,001780,20240923
00159874,한국지주,009760,20240405
00111829,대웅바이오,016890,20240628
00115427,신동방CP,004660,20240628
00116499,동신제약,006600,20240628
01212383,엔케이맥스,262760,20240628
01014055,에스트래픽,234300,20240905
01817081,SK이터닉스,475150,20240411
00544577,브이엠,089970,20240424
01807729,하나33호스팩,475250,20240424
00120508,롯데푸드,002270,20240628
00121251,네오퍼플,028090,20240628
00127024,삼양엔텍,008720,20240628
00503899,사조해표,079660,20240628
00110875,대신정보통신,020180,20240522
01494118,노을,376930,20240905
00132105,삼양제넥스,003940,20240628
00132114,선진지주,014300,20240628
01018167,캐로스,260490,20240628
00138376,쎄라텍,041550,20240628
00139418,알루코,021570,20240628
01765265,동국제강,460860,20240702
00149248,아세아페이퍼텍,009380,20240628
00149840,중앙제지,005600,20240628
00151252,에스와이,004530,20240628
01251577,휴네시온,290270,20240712
01815764,이베스트스팩6호,478110,20240712
00163682,메리츠증권,008560,20240725
00154392,에스트라,016570,20240628
00409681,아스트,067390,20240813
01845701,교보16호스팩,482520,20240813
00108490,엔피케이,048830,20240328
00150828,진흥기업,002780,20240328
00164779,SK하이닉스,000660,20240328
00260930,에스엠,041510,20240328
00171636,한솔홀딩스,004150,20240328
00181712,SK,034730,20240328
00632304,JW홀딩스,096760,20240328
00198378,녹십자셀,031390,20240628
00238199,로지시스,067730,20240508
00259934,예림당,036000,20240411
00159412,한국제지,002300,20240628
00163044,한일약품공업,003040,20240628
00164292,동원데어리푸드,003900,20240628
00208301,성우몰드,053440,20240628
00220446,예일바이오텍,054250,20240628
00653112,미래자원엠엘,233190,20240628
00414850,효성 ITX,094280,20240719
00874195,코썬바이오,204990,20240628
01658266,하나금융24호기업인수목적,430230,20240903
00945457,아이진,185490,20240408
01276594,신한알파리츠,293940,20240408
00115931,디오,039840,20240528
00604268,에이프로,262260,20240528
01169498,젬,248020,20240405
00234449,제이엠피,054790,20240628
00587925,모아라이프플러스,142760,20240417
00351375,뉴보텍,060260,20240718
00247939,씨모스,037600,20240628
01119387,이에스산업,241510,20240628
00988364,SGA솔루션즈,184230,20240801
00825223,화신정공,126640,20240425
00148984,시알홀딩스,000480,20240930
00606293,나이스디앤비,130580,20240930
01798980,유안타제15호스팩,473050,20240411
00652423,인바이오젠,101140,20240411
00252658,코리언일랙트로닉스파워소스,046810,20240628
00127167,삼영무역,002810,20240531
01138993,원바이오젠,278380,20240628
00857480,사람인,143240,20250304
00101664,경보제약,214390,20250207
00249034,드림라인,035430,20250331
00983040,한진칼,180640,20240502
01510489,프레스티지바이오파마,950210,20240816
01203507,에스엠비나,299670,20240816
01232192,티디에스팜,464280,20240821
00209780,케이씨,029460,20241111
01181515,엘앤씨바이오,290650,20250305
00390860,대산F&B,065150,20250217
01233465,동국생명과학,303810,20250217
00265324,CJ ENM,035760,20250207
01014657,비즈니스온커뮤니케이션,138580,20250218
01658831,오름테라퓨틱,475830,20250221
01307335,공구우먼,366030,20240827
00352064,프리엠스,053160,20240517
00173069,아진카인텍,011400,20250226
01063237,플럼라인생명과학,222670,20240405
00136226,신성델타테크,065350,20241023
00682992,우리벤처파트너스,298870,20250227
00110547,링세오코리아,003050,20250224
00562245,태웅로직스,124560,20250402
00403793,바이브컴퍼니,301300,20241010
01113718,올릭스,226950,20241010
00295370,제이앤케이인더스트리,039230,20250224
00603348,케이아이엔엑스,093320,20240902
00369107,우리바이오,082850,20241113
01667592,키움제7호기업인수목적,433530,20250307
01142260,에스엠씨지,460870,20250307
00258102,지엔코,065060,20241021
00111689,아진전자부품,009320,20241022
00797364,KC코트렐,119650,20241022
00130408,서산,079650,20241022
01142400,이루다,164060,20241022
00364795,레드로버,060300,20240522
00129235,삼화왕관,004450,20241128
01641600,에이럭스,475580,20241101
00471068,덕산하이메탈,077360,20241104
01064069,토박스코리아,215480,20241104
01492651,큐로셀,372320,20240919
01803927,에이유브랜즈,481070,20250403
01572489,한화플러스제2호기업인수목적,386580,20240617
00766106,엣지파운드리,105550,20240620
01204056,하이브,352820,20240913
00113562,롯데손해보험,000400,20241202
00226316,호전실업,111110,20241203
00577380,신진에스엠,138070,20241210
01814233,미래에셋비전스팩4호,477380,20240529
01594764,신한제9호기업인수목적,405640,20240611
01072518,디피코,163430,20240618
01217014,트윔,290090,20240618
01381984,SKAI,357880,20250312
00160375,진양폴리우레탄,010640,20250312
00164788,현대모비스,012330,20250312
00119672,두올,016740,20240520
00330044,캠시스,050110,20240520
01583652,모니터랩,434480,20240520
01074862,메가스터디교육,215200,20240806
00124504,포스코인터내셔널,047050,20241002
00128032,삼일제약,000520,20241002
00441243,형지엘리트,093240,20241002
01281541,에피바이오텍,446440,20241002
01814589,디비금융스팩12호,477760,20240618
00264255,바텍,043150,20241203
00269922,인바디,041830,20241203
00225706,JW생명과학,234080,20241203
00557508,GKL,114090,20241203
01540453,에이직랜드,445090,20240627
00373021,테라사이언스,073640,20241121
01866528,교보17호스팩,489210,20241121
00129013,CJ씨푸드,011150,20250106
00135795,신도리코,029530,20250106
00161125,한온시스템,018880,20250106
00596260,투비소프트,079970,20250106
00138792,아시아나항공,020560,20250117
00651901,에어부산,298690,20250117
00490090,이지케어텍,099750,20241115
01854408,신한제15호스팩,487830,20241115
01620713,교보12호기업인수목적,421800,20241119
01207901,사이냅소프트,466410,20241119
01847550,하나34호스팩,484130,20241119
00121039,명문제약,017180,20240703
00458562,에이티세미콘,089530,20250321
00159731,글로본,019660,20250324
01616808,키움제6호기업인수목적,413600,20250228
00159193,한국전력공사,015760,20240416
00105271,케이씨씨,002380,20240703
00123523,창해에탄올,004650,20240327
00124197,세아제강지주,003030,20240327
00264945,나이스정보통신,036800,20240327
00276834,KX하이텍,052900,20240327
00307897,신한카드,032710,20250220
00831428,옵투스제약,131030,20250326
01205851,HD현대일렉트릭,267260,20250326
01236897,제일약품,271980,20250326
01010642,지씨셀,144510,20250326
01217829,엔에프씨,265740,20250326
00108065,에코바이브,015540,20250326
00317210,성호전자,043260,20241127
00971090,어스앤에어로스페이스,263540,20241216
00153278,서연탑메탈,019770,20241216
01357765,큐라티스,348080,20241217
00260408,팜스코,036580,20241021
00405959,스타플렉스,115570,20250204
01621280,케이비제21호기업인수목적,424140,20250204
00351427,와이즈넛,096250,20250205
00415594,동국S&C,100130,20240327
00362238,휴비스,079980,20240327
00441447,케이씨티,089150,20240327
00495086,픽셀플러스,087600,20240327
01003040,케이사인,192250,20240327
01807738,하나32호스팩,475240,20240327
01283974,삐아,451250,20250228
00102432,계룡건설산업,013580,20240603
00230036,드래곤플라이,030350,20240603
00360036,백금T&A,046310,20240603
00567897,에스비비테크,389500,20240603
00610490,비디아이,148140,20240607
00125150,SGC에너지,005090,20240422
00371485,켐트로닉스,089010,20250102
01353848,이노벡스,279060,20250102
01013694,인카금융서비스,211050,20250102
01159853,휴온스,243070,20250102
01234507,매일유업,267980,20250102
01310773,엔시스,333620,20250102
00386937,국민은행,060000,20250102
01179866,에스지헬스케어,398120,20250106
00453929,메디포스트,078160,20240701
00765462,씨에스베어링,297090,20241028
00670340,씨에스윈드,112610,20241028
01624162,삼성기업인수목적6호,425290,20250211
00239639,삼표시멘트,038500,20240617
00372873,KTis,058860,20240731
00532059,그린생명과학,114450,20240701
00580199,메디톡스,086900,20240701
00877059,삼성바이오로직스,207940,20240701
00926522,테고사이언스,191420,20240701
01319899,SK바이오사이언스,302440,20240701
00102618,계양전기,012200,20240701
00297095,나라엠앤디,051490,20240701
00141246,SGC E&C,016250,20240426
00753643,주성코퍼레이션,109070,20240503
00441128,아리온테크놀로지,058220,20240503
01672053,케이비제22호기업인수목적,436530,20240503
00104537,국영지앤엠,006050,20250326
00105855,엘에스일렉트릭,010120,20250326
00143907,원일특강,012620,20250326
00185046,SM C&C,048550,20250326
00918222,엘앤케이바이오,156100,20240812
00825959,하이비젼시스템,126700,20240701
00144650,유신,054930,20241202
00299464,초록뱀미디어,047820,20241202
00602136,디와이피엔에프,104460,20241202
01116265,카티스,140430,20240503
00120571,롯데칠성음료,005300,20250326
00220969,오공,045060,20250326
00236863,희림,037440,20250326
00313649,현대바이오,048410,20250326
00331016,에프앤가이드,064850,20250326
00231363,LG유플러스,032640,20250326
00487546,웰크론한텍,076080,20250326
00303873,CJ CGV,079160,20250326
00617314,타이거일렉,219130,20250328
01766167,케이비제26호기업인수목적,458320,20250328
00450931,우양에이치씨,101970,20250328
00291231,우전,052270,20250312
00161383,한미반도체,042700,20240328
00172680,동국산업,005160,20240802
00829380,피제이메탈,128660,20250219
00104388,국도화학,007690,20250131
00288343,삼영이엔씨,065570,20250212
00111999,대원제약,003220,20250102
00870481,에코캡,128540,20240401
01047169,지란지교시큐리티,208350,20240401
01078178,RFHIC,218410,20240401
01095722,심텍,222800,20240401
01288410,셀바이오휴먼텍,318160,20240401
01538528,에이에스텍,453860,20240401
01770203,조선내화,462520,20241206
00481454,금호타이어,073240,20241231
01138595,뱅크웨어글로벌,199480,20240812
00132202,선진뷰티사이언스,086710,20250220
01139035,티에스아이,277880,20250220
01544468,이엔셀,456070,20250220
00367400,모티브링크,463480,20250220
00113410,CJ대한통운,000120,20240326
00216762,한양이엔지,045100,20240326
00131850,SK증권,001510,20240326
00536523,로보스타,090360,20240326
00660750,하나머티리얼즈,166090,20240326
01208751,아이에스티이,212710,20250212
00159005,생고뱅코리아홀딩스,002000,20250217
01866926,KB제31호스팩,492220,20241212
01695498,이브이파킹서비스,419700,20241212
00534701,세아메카닉스,396300,20241213
00124540,대우건설,047040,20241213
01663055,한화플러스제3호기업인수목적,430460,20241213
00412597,현대홈쇼핑,057050,20250122
01857991,디비금융제13호스팩,489730,20241128
00861720,이즈미디어,181340,20250103
01316245,효성중공업,298040,20240326
01370863,그린리소스,402490,20240430
01574760,신한제8호기업인수목적,393360,20240430
00528791,제일엠앤에스,412540,20240430
00629212,딜리,131180,20250219
00111810,대웅,003090,20241025
01259056,애닉,299910,20250214
00259545,엠에스오토텍,123040,20250110
01208821,팡스카이,266350,20250110
00159209,한전기술,052690,20250416
00868705,윈스테크넷,136540,20250416
00821607,알톤,123750,20250408
00155124,평화홀딩스,010770,20250109
00258801,카카오,035720,20240329
00297989,오르비텍,046120,20240329
00357360,한세엠케이,069640,20240329
00338170,이닉스,452400,20240329
00390055,종근당바이오,063160,20240329
00427483,대웅제약,069620,20240329
00397191,팬엔터테인먼트,068050,20240819
00445054,하나마이크론,067310,20240919
00155638,피에스텍,002230,20240828
01302853,아이씨에이치,368600,20240502
01804476,유안타제16호스팩,474490,20240502
00155319,POSCO홀딩스,005490,20250321
00157681,롯데정밀화학,004000,20250321
00939687,동일고무벨트,163560,20250321
00540641,동양고속,084670,20240329
00684802,에이플러스에셋,244920,20240329
00872984,이마트,139480,20240329
01385050,넥스트바이오메디컬,389650,20240820
01090471,씨아이에스,222080,20241129
00663669,폴라리스우노,114630,20250221
00385336,홈캐스트,064240,20250204
00217947,신세계건설,034300,20250407
00672603,케이엔알시스템,199430,20250407
00113191,코리안리,003690,20250414
00103644,비츠로테크,042370,20250414
00126487,F&F 홀딩스,007700,20250414
00141389,KZ정밀,036560,20250414
00219486,신세계I&C,035510,20250414
01568413,F&F,383220,20250414
01880801,KB발해인프라,415640,20241129
00207375,대한뉴팜,054670,20250417
01765256,동국씨엠,460850,20250219
01519790,엠앤씨솔루션,484870,20250220
00623184,오늘이엔엠,192410,20250221
01516766,아이비젼웍스,469750,20250221
00527011,엘비루셈,376190,20250221
00132725,SB성보,003080,20250422
00878517,에스케이씨에스,224020,20240329
01276026,지놈앤컴퍼니,314130,20240329
01358463,현대무벡스,319400,20240329
01368354,네패스아크,330860,20240329
01270749,웨이비스,289930,20241025
01011526,엔켐,348370,20250417
00164308,이마트에브리데이,010090,20240403
01085026,유진테크놀로지,240600,20250409
01186404,디앤씨미디어,263720,20250416
00310156,셀루메드,049180,20241022
00929228,엔에스컴퍼니,224760,20241226
01747977,엘케이켐,489500,20250225
01671601,카이바이오텍,446600,20250225
00166175,대호특수강,021040,20240718
01082348,오스테오닉,226400,20250306
00138321,신한투자증권,008670,20250110
00877174,엠브레인,169330,20240614
00119007,무림P&P,009580,20240701
00121507,무림SP,001810,20240701
01373709,아이씨티케이,456010,20250225
00156956,한국기업평가,034950,20240909
00304401,텔라움,047730,20240909
00348788,디이시스,053200,20240826
00136086,무림페이퍼,009200,20240701
00317681,메타바이오메드,059210,20240701
00326731,바이오니아,064550,20240701
00349060,한스바이오메드,042520,20240701
00447007,알리코제약,260660,20240701
00608440,티앤엘,340570,20240701
00767628,나이벡,138610,20240701
00971726,옵티팜,153710,20240701
01063954,수젠텍,253840,20240701
00226547,오상자이엘,053980,20250227
01161432,레이저옵텍,199550,20250217
01784394,STX그린로지스,465770,20250331
00108038,엔피씨,004250,20250401
00228059,휴온스글로벌,084110,20250401
00242934,케이엠,083550,20250401
01152470,펄어비스,263750,20240701
00303703,CS,065770,20240702
01569838,유진기업인수목적7호,388800,20240702
01700587,이노스페이스,462350,20240702
00247975,솔브레인홀딩스,036830,20250317
01663639,유안타제9호기업인수목적,430700,20250317
01275489,셀비온,308430,20241016
00962393,포인트모바일,318020,20240708
00764807,골프존클라우드,183410,20250227
00158909,하나은행,004940,20250228
00763358,스마트솔루션즈,136510,20240725
01801822,SK증권제13호스팩,473950,20240725
00109754,대림바스,005750,20250411
00521390,뉴파워프라즈마,144960,20241126
00878915,iM금융지주,139130,20250415
00263654,오스코텍,039200,20250415
00983916,HLB제넥스,187420,20241230
01877126,키움제10호스팩,487720,20250228
00256955,테이팩스,055490,20250319
00128412,삼진제약,005500,20250324
00164973,현대해상,001450,20250324
00606770,참좋은여행,094850,20250324
01592049,엔젤로보틱스,455900,20250324
00536541,에코프로,086520,20241227
00492353,파이오링크,170790,20250218
00374738,위세아이텍,065370,20240619
01817249,미래에셋비전스팩5호,477470,20240619
01250374,에스에스알,275630,20241219
00353230,프리젠,060910,20240422
01182550,EDGC,245620,20241113
01051472,젠큐릭스,229000,20250219
00688996,KB금융,105560,20250108
00296078,APS,054620,20250418
00871833,에스티팜,237690,20240625
01686427,에스오에스랩,464080,20240625
00110750,플루토스,019570,20240425
01412938,베른,322190,20240425
00151128,모토닉,009680,20240726
01586172,하이제7호기업인수목적,400840,20240726
01834194,엔에이치스팩31호,481890,20240726
01675014,대신밸런스제13호기업인수목적,438220,20241120
01845534,대신밸런스제19호스팩,482690,20241120
01445440,위츠,459100,20241120
01498576,유디엠텍,389680,20241120
00155355,풀무원,017810,20241209
00300405,오리엔트정공,065500,20241211
00150439,진양산업,003780,20250314
00112998,서울보증보험,031210,20250314
00277736,한일네트웍스,046110,20250324
00661847,화인베스틸,133820,20250401
01105153,두산로보틱스,454910,20250401
00960641,한국투자패러랠유전해외자원개발특별자산투자회사1호(지분증권),168490,20250401
00447575,제이앤티씨,204270,20250401
00480783,상신이디피,091580,20250401
01590528,아스테라시스,450950,20250124
00526599,덴티움,145720,20240715
01612608,신영해피투모로우제7호기업인수목적,419270,20240425
01678312,아이빔테크놀로지,460470,20240806
01873272,키움제11호스팩,489480,20241211
01374717,미트박스,475460,20250123
01872219,유안타제17호스팩,493790,20250123
00186799,태웅,044490,20250314
00965813,미투온,201490,20241209
01168143,케이만금세기차륜집단유한공사,900280,20250108
00486705,아주스틸,139990,20250109
01619513,엔에이치기업인수목적23호,422040,20250210
00321204,지에이이노더스,076340,20250421
00527002,화인써키트,127980,20250421
01492217,엑셀세라퓨틱스,373110,20240715
00173698,신일전자,002700,20240904
01020524,자이글,234920,20240904
00161408,케이비캐피탈,021960,20250121
00114792,동국홀딩스,001230,20240502
00109268,대동스틸,048470,20240502
00135999,신라섬유,001000,20240502
00536329,노블엠앤비,106520,20240814
01458161,티엑스알로보틱스,484810,20250320
00126186,삼성에스디에스,018260,20250320
00107987,남해화학,025860,20250131
00863533,삼양엔씨켐,482630,20250203
00223762,KT지니뮤직,043610,20250418
01526806,삼기에너지솔루션즈,419050,20250418
01688896,삼성FN리츠,448730,20241031
01854392,유진스팩11호,488060,20241031
00958327,지앤비에스 에코,382800,20241120
01110076,비유테크놀러지,230980,20240605
00156442,한국가구,004590,20240502
00206686,케이피엠테크,042040,20240502
00216647,원익홀딩스,030530,20240502
00222435,제이엠아이,033050,20240502
00267854,메디앙스,014100,20240502
00346407,크레오에스지,040350,20240502
01728167,아이지넷,462980,20250218
01881800,한화플러스제5호스팩,498390,20250320
00657002,에이디테크놀로지,200710,20250402
00112332,미래에셋생명,085620,20240329
00141671,오리콤,010470,20240329
00149354,종근당홀딩스,001630,20240329
00152862,코오롱,002020,20240329
00357740,NHN KCP,060250,20240502
00384762,파커스,065690,20240502
00466428,아미노로직스,074430,20240502
00129509,한익스프레스,014130,20240827
01372782,엑스게이트,356680,20240827
01453944,벡트,457600,20241216
00223513,제이씨현시스템,033320,20250321
00121534,MH에탄올,023150,20250321
00366845,탑엔지니어링,065130,20250321
00126292,삼성카드,029780,20250321
00137252,사조동아원,008040,20250321
01796858,신영스팩10호,472220,20250321
00140177,GS리테일,007070,20250321
01813377,에이치엠씨제7호스팩,477340,20250321
00150633,지누스,013890,20250321
00556907,에이스테크,088800,20250401
00665676,아시아경제,127710,20250401
00666204,제너셈,217190,20250401
00799539,제노레이,122310,20250401
01105621,엔투텍,227950,20250401
01112889,피엔에이치테크,239890,20250401
00355089,토탈소프트,045340,20250214
00958664,신스틸,162300,20240522
00140168,HS애드,035000,20241008
01262458,동아타이어공업,282690,20241008
00199076,동일기연,032960,20250313
01258428,프레스티지바이오로직스,334970,20250331
01423916,온코크로스,382150,20250331
01444380,에이텀,355690,20250331
01472930,오브젠,417860,20250331
01579570,시큐레터,418250,20250331
01093007,LS에코에너지,229640,20250404
01203808,AP시스템,265520,20250404
01616482,신한제10호기업인수목적,418210,20250404
00765897,한국피아이엠,448900,20250404
00301112,삼화네트웍스,046390,20241017
01408999,웨이버스,336060,20241018
01023211,와이제이링크,209640,20241018
00155258,포스코스틸리온,058430,20250325
00155276,포스코퓨처엠,003670,20250325
00204208,마니커,027740,20250325
00377610,세아홀딩스,058650,20250325
01032413,해성디에스,195870,20250325
01316254,HS효성첨단소재,298050,20250325
00927558,유바이오로직스,206650,20250401
00414540,대주이엔티,114920,20240401
00574611,SDN,099220,20240401
00613318,와이지엔터테인먼트,122870,20240401
00870065,쓰리에이로직스,177900,20250217
00127699,유네코,064510,20241010
00638539,앤에스,126870,20250410
01363924,한국미라클피플사,331660,20240614
01563922,엠오티,413390,20241118
00474588,한중엔시에스,107640,20240624
01819867,미래에셋비전스팩6호,478440,20240624
00423609,LG생명과학,068870,20240628
00113234,대한제당,001790,20240701
00140566,한탑,002680,20240701
00121941,대상,001680,20240701
00192499,팜스토리,027710,20240701
00241209,모아텍,033200,20240701
00242378,이지홀딩스,035810,20240701
00370006,iMBC,052220,20240701
00142661,우성,006980,20240701
01226270,스톰테크,352090,20241008
00156691,한국공항,005430,20241122
00158149,한국쉘석유,002960,20241125
00303794,쇼박스,086980,20241125
00875307,야스,255440,20241125
00127158,씨아이테크,004920,20240503
00220622,서호전기,065710,20241126
00446831,세실,084450,20240628
01714997,신한글로벌액티브리츠,481850,20241127
00681373,디지캡,197140,20241210
01353024,TS트릴리온,317240,20250224
00445841,MDS테크,086960,20250224
00446479,신비앤텍,070480,20250225
00370255,테크엘,064520,20250226
00298447,아모텍,052710,20241206
00863038,캐리,313760,20241212
01366000,태성,323280,20240823
00291152,디비엘,041500,20240628
01492688,드림인사이트,362990,20240906
01841635,미래에셋비전스팩7호,482680,20240911
01153105,비비씨,318410,20240911
00816933,진영,285800,20250224
00149345,조흥,002600,20240701
00449254,쎄트렉아이,099320,20240701
00545734,아미코젠,092040,20240701
00560849,에스앤디,260970,20240701
00428321,해태제과식품,101530,20240701
00397252,조이시티,067000,20241219
00435969,인피니트헬스케어,071200,20241219
01604371,상상인제3호기업인수목적,415580,20241204
00108913,대교,019680,20250326
00254045,우리은행,000030,20250107
00929778,배터리솔루션즈,199870,20240723
01117918,셀젠텍,258250,20240830
01168684,스튜디오드래곤,253450,20240830
00576798,디아이티,110990,20240418
00592653,유비벨록스,089850,20240418
00116824,동아쏘시오홀딩스,000640,20240809
00104102,우리종합금융,010050,20240809
00956930,동아에스티,170900,20240809
01601222,씨피시스템,413630,20240809
00301015,한서제약,044070,20240628
00301626,플래닛팔이,057330,20240628
00299844,미래반도체,254490,20250224
00650771,하이젠알앤엠,160190,20250224
00579139,한국맥널티,222980,20240701
00855093,선진,136490,20240701
00986898,팜스빌,318010,20240701
01167056,샘표식품,248170,20240701
01205329,크라운제과,264900,20240701
01238169,오리온,271560,20240701
01613281,하나금융22호기업인수목적,418170,20241219
01632912,온코닉테라퓨틱스,476060,20241219
00101488,경동나비엔,009450,20250327
00108001,남화토건,091590,20250327
00107066,남광토건,001260,20250327
00158565,한국알콜,017890,20250327
00118026,동원산업,006040,20250327
00184667,유진기업,023410,20250327
00200910,아이즈비전,031310,20250327
00125521,에스엘,005850,20250327
00131832,SK디스커버리,006120,20250327
00329093,코데즈컴바인,047770,20250327
00528515,한라IMS,092460,20250327
00145190,유화증권,003460,20250327
01851650,KB제30호스팩,486630,20240925
00910202,대동고려삼,178600,20240902
00317089,한국애보트진단,066930,20240628
00442154,제이엔케이글로벌,126880,20250224
01085187,씨알푸드,236030,20240701
01453670,휴럼,353190,20240701
01491607,오에스피,368970,20240701
00101549,경동제약,011040,20240701
00103015,고려제약,014570,20240701
00113128,대한약품,023910,20240701
00114686,동구바이오제약,006620,20240701
00114808,동국제약,086450,20240701
00455981,에스엔유프리시젼,080000,20241220
00540863,GST,083450,20250327
