date,open,high,low,close,volume,source
2014-12-15,243.93,246.27,243.25,246.27,55400000,yfinance
2014-12-16,244.73,246.57,243.96,244.43,67700000,yfinance
2014-12-17,245.35,245.37,243.72,243.72,61600000,yfinance
2014-12-18,246.08,246.4,241.89,243.82,58800000,yfinance
2014-12-19,246.88,248.14,245.95,247.96,55500000,yfinance
2014-12-22,248.93,249.84,247.67,249.7,46000000,yfinance
2014-12-23,249.58,249.92,248.74,249.06,50700000,yfinance
2014-12-24,249.16,250.17,248.63,250.07,43500000,yfinance
2014-12-26,250.08,251.12,249.65,250.05,48800000,yfinance
2014-12-29,248.25,248.45,246.3,246.3,44500000,yfinance
2014-12-30,247.09,247.39,243.78,244.05,52900000,yfinance
2015-01-02,243.96,245.32,243.25,244.79,54200000,yfinance
2015-01-05,243.83,244.56,241.76,244.26,62800000,yfinance
2015-01-06,241.36,242.06,239.32,239.93,66200000,yfinance
2015-01-07,239.41,240.91,239.09,240.53,54600000,yfinance
2015-01-08,242.28,244.13,241.68,243.94,64000000,yfinance
2015-01-09,245.97,247.11,245.4,246.05,65100000,yfinance
2015-01-12,245.16,246.27,245.05,245.7,64500000,yfinance
2015-01-13,244.98,246.64,244.47,246.29,59900000,yfinance
2015-01-14,246.48,247.46,245.78,245.99,70800000,yfinance
2015-01-15,245.96,246.63,244.9,245.76,59400000,yfinance
2015-01-16,244.7,244.7,241.77,242.22,73300000,yfinance
2015-01-19,244.06,245.82,243.69,244.78,63200000,yfinance
2015-01-20,245.52,247.39,245.5,247.24,55100000,yfinance
2015-01-21,247.01,248.59,246.63,248.59,65000000,yfinance
2015-01-22,249.22,249.98,248.01,248.47,76600000,yfinance
2015-01-23,251.76,251.8,249.55,250.32,78400000,yfinance
2015-01-26,248.92,250.21,248.42,250.14,62700000,yfinance
2015-01-27,250.76,252.2,250.56,252.2,85000000,yfinance
2015-01-28,250.82,252.5,250.12,252.21,85200000,yfinance
2015-01-29,250.45,251.84,249.78,250.46,83400000,yfinance
2015-01-30,251.82,251.84,249.88,249.88,93100000,yfinance
2015-02-02,249.83,251.2,249.49,250.61,76500000,yfinance
2015-02-03,251.63,251.66,249.22,250.38,79100000,yfinance
2015-02-04,251.98,253.07,251.6,251.6,78200000,yfinance
2015-02-05,251.33,251.42,248.9,249.78,70000000,yfinance
2015-02-06,249.89,250.16,248.68,250.16,76100000,yfinance
2015-02-09,249.05,249.94,248.58,249.26,64800000,yfinance
2015-02-10,249.62,250.42,247.66,247.66,62800000,yfinance
2015-02-11,248.49,249.01,247.77,248.4,64800000,yfinance
2015-02-12,248.48,248.5,246.32,247.71,66400000,yfinance
2015-02-13,248.65,249.76,248.26,249.76,63100000,yfinance
2015-02-16,250.17,250.55,249.54,249.81,52100000,yfinance
2015-02-17,249.36,250.67,248.92,250.37,55700000,yfinance
2015-02-23,252.13,252.51,250.56,250.8,59000000,yfinance
2015-02-24,251.83,252.11,251.09,251.28,61700000,yfinance
2015-02-25,252.72,253.22,252.01,252.96,79600000,yfinance
2015-02-26,253.03,253.13,251.89,252.93,79400000,yfinance
2015-02-27,252.73,252.83,251.2,251.46,80300000,yfinance
2015-03-02,253.13,253.74,252.39,253.65,92800000,yfinance
2015-03-03,254.55,254.97,253.89,254.5,87500000,yfinance
2015-03-04,254.56,254.72,253.89,254.31,72300000,yfinance
2015-03-05,254.02,254.86,253.64,254.16,58400000,yfinance
2015-03-06,254.74,256.15,254.73,255.96,83100000,yfinance
2015-03-09,254.81,254.94,252.69,252.77,65400000,yfinance
2015-03-10,253.76,254.16,251.75,251.75,76300000,yfinance
2015-03-11,250.09,252.66,250.09,252.16,79700000,yfinance
2015-03-12,251.67,253.23,250.28,250.28,98700000,yfinance
2015-03-13,252.56,253.31,251.98,252.18,66600000,yfinance
2015-03-16,252.13,253.2,251.56,252.44,72900000,yfinance
2015-03-17,253.77,258.19,253.7,258.18,85100000,yfinance
2015-03-18,258.45,259.19,257.87,258.22,85400000,yfinance
2015-03-19,260.68,260.68,258.37,258.99,120600000,yfinance
2015-03-20,258.92,259.32,257.42,258.7,81300000,yfinance
2015-03-23,259.48,259.88,258.16,258.95,84500000,yfinance
2015-03-24,258.58,259.34,257.56,259.16,71400000,yfinance
2015-03-25,259.35,259.84,258.38,258.94,84800000,yfinance
2015-03-26,256.69,258.08,255.81,255.99,78200000,yfinance
2015-03-27,256.41,256.73,255.1,255.54,72700000,yfinance
2015-03-30,256.45,256.57,254.91,256.1,69000000,yfinance
2015-03-31,257.66,258.43,256.16,257.28,83500000,yfinance
2015-04-01,256.44,256.75,254.74,254.97,83100000,yfinance
2015-04-02,256.07,256.37,254.7,254.99,76700000,yfinance
2015-04-03,255.77,256.92,255.05,256.75,67500000,yfinance
2015-04-06,257.2,258.43,256.34,256.93,79400000,yfinance
2015-04-07,258.65,258.68,256.61,256.88,75000000,yfinance
2015-04-08,257.09,258.81,256.83,258.51,99700000,yfinance
2015-04-09,258.44,259.21,257.61,258.33,85900000,yfinance
2015-04-10,259.35,262.2,259.2,261.95,104500000,yfinance
2015-04-13,262.62,263.75,262.11,263.48,123200000,yfinance
2015-04-14,263.81,265.6,263.2,265.57,151100000,yfinance
2015-04-15,265.76,266.41,264.93,265.77,111900000,yfinance
2015-04-16,267.67,268.45,266.42,268.45,113900000,yfinance
2015-04-17,268.73,268.81,267.42,268.28,90600000,yfinance
2015-04-20,266.14,268.59,266.14,268.55,100100000,yfinance
2015-04-21,269.03,269.13,267.56,268.17,102400000,yfinance
2015-04-22,268.2,270.65,267.22,268.64,136300000,yfinance
2015-04-23,270.27,272.78,268.85,272.59,134700000,yfinance
2015-04-24,273.81,275.11,270.33,271.05,144000000,yfinance
2015-04-27,272.16,272.29,269.29,270.05,92900000,yfinance
2015-04-28,270.63,270.93,268.1,268.55,100600000,yfinance
2015-04-29,269.54,269.76,265.92,268.03,117300000,yfinance
2015-04-30,267.04,267.57,265.85,266.42,107000000,yfinance
2015-05-04,267.57,268.56,266.99,267.33,81100000,yfinance
2015-05-06,265.96,266.18,263.09,264.03,103600000,yfinance
2015-05-07,263.11,263.49,260.1,262.47,97400000,yfinance
2015-05-08,262.11,262.72,260.81,260.81,69300000,yfinance
2015-05-11,263.45,263.88,261.49,261.49,71200000,yfinance
2015-05-12,262.12,262.35,260.52,261.42,78800000,yfinance
2015-05-13,261.82,263.65,261.73,263.25,73300000,yfinance
2015-05-14,263.18,263.88,262.63,263.69,74900000,yfinance
2015-05-15,265.24,265.51,261.09,261.33,82300000,yfinance
2015-05-18,261.28,261.97,260.45,261.97,81500000,yfinance
2015-05-19,261.84,263.97,261.04,262.92,87600000,yfinance
2015-05-20,263.79,265.54,263.43,265.36,92600000,yfinance
2015-05-21,265.2,265.38,262.41,262.66,84400000,yfinance
2015-05-22,263.66,266.03,263.28,266.03,99700000,yfinance
2015-05-26,265.96,266.16,263.82,265.41,100600000,yfinance
2015-05-27,263.9,264.22,259.72,260.16,103100000,yfinance
2015-05-28,261.13,261.93,260.06,260.06,93500000,yfinance
2015-05-29,259.88,261.91,259.47,260.39,106300000,yfinance
2015-06-01,259.84,260.0,257.13,258.74,80700000,yfinance
2015-06-02,258.8,259.49,255.91,256.29,114400000,yfinance
2015-06-03,256.54,257.44,253.51,254.11,104100000,yfinance
2015-06-04,255.4,257.04,254.34,255.47,101300000,yfinance
2015-06-05,254.09,256.12,254.0,254.94,94600000,yfinance
2015-06-08,254.87,254.87,253.34,254.21,84700000,yfinance
2015-06-09,253.78,255.06,252.68,253.51,79100000,yfinance
2015-06-10,255.5,255.68,251.95,252.11,85600000,yfinance
2015-06-11,253.77,253.83,251.74,252.32,129100000,yfinance
2015-06-12,253.94,254.77,250.84,251.66,89300000,yfinance
2015-06-15,250.14,251.37,249.38,250.74,67800000,yfinance
2015-06-16,250.94,251.0,246.42,248.49,93200000,yfinance
2015-06-17,249.27,249.53,247.52,249.08,71000000,yfinance
2015-06-18,250.42,251.26,248.92,249.67,73000000,yfinance
2015-06-19,251.37,251.41,249.79,249.84,88100000,yfinance
2015-06-22,251.6,252.69,250.45,250.99,64200000,yfinance
2015-06-23,253.25,255.42,252.52,254.52,83600000,yfinance
2015-06-24,255.01,255.24,253.79,254.94,72500000,yfinance
2015-06-25,253.84,254.66,253.42,253.8,80900000,yfinance
2015-06-26,253.29,255.35,252.89,254.48,83200000,yfinance
2015-06-29,250.61,251.96,250.36,251.26,89000000,yfinance
2015-06-30,250.52,252.39,250.2,252.27,74400000,yfinance
2015-07-01,252.49,255.52,251.65,255.07,85800000,yfinance
2015-07-02,255.84,256.12,254.75,255.5,90100000,yfinance
2015-07-03,255.34,255.62,253.56,254.66,98700000,yfinance
2015-07-06,251.25,252.54,248.03,248.3,166900000,yfinance
2015-07-07,249.57,249.86,246.56,248.05,149400000,yfinance
2015-07-08,248.65,248.66,244.94,244.94,118800000,yfinance
2015-07-09,243.17,246.77,241.49,246.77,107100000,yfinance
2015-07-10,247.8,247.8,246.08,246.83,101700000,yfinance
2015-07-13,247.0,250.12,246.64,249.84,119000000,yfinance
2015-07-14,250.7,250.79,247.98,248.64,107100000,yfinance
2015-07-15,249.63,250.94,248.38,249.65,188400000,yfinance
2015-07-16,249.51,251.59,249.3,251.47,150500000,yfinance
2015-07-17,253.05,253.15,249.02,250.23,133800000,yfinance
2015-07-20,250.02,250.52,248.43,248.91,95300000,yfinance
2015-07-21,249.93,251.15,248.57,250.35,108300000,yfinance
2015-07-22,248.69,249.42,247.04,247.88,96100000,yfinance
2015-07-23,248.3,248.39,246.46,247.31,96300000,yfinance
2015-07-24,246.66,246.67,244.38,244.91,95800000,yfinance
2015-07-27,243.58,246.16,243.54,244.98,98500000,yfinance
2015-07-28,243.82,246.1,242.86,245.21,97400000,yfinance
2015-07-29,246.75,247.36,245.73,245.97,85200000,yfinance
2015-07-30,246.01,246.5,243.61,243.61,106300000,yfinance
2015-07-31,244.62,244.9,241.87,244.3,95400000,yfinance
2015-08-03,243.71,243.71,241.06,241.48,79200000,yfinance
2015-08-04,241.46,243.56,241.42,243.55,72000000,yfinance
2015-08-05,243.5,244.05,242.33,243.12,75500000,yfinance
2015-08-06,243.85,243.86,239.98,240.04,84500000,yfinance
2015-08-07,239.71,240.15,238.66,239.79,61300000,yfinance
2015-08-10,239.54,239.58,238.07,239.18,64400000,yfinance
2015-08-11,241.23,241.92,237.85,237.91,96700000,yfinance
2015-08-12,237.06,238.65,234.75,237.24,103300000,yfinance
2015-08-13,237.02,238.38,235.79,237.32,80900000,yfinance
2015-08-17,238.22,238.28,235.35,235.37,62000000,yfinance
2015-08-18,236.69,236.95,234.98,235.2,79000000,yfinance
2015-08-19,235.49,236.22,232.47,234.27,104800000,yfinance
2015-08-20,233.28,233.55,231.16,231.59,78700000,yfinance
2015-08-21,226.06,228.53,225.18,227.14,104200000,yfinance
2015-08-24,225.16,226.58,217.52,221.53,116400000,yfinance
2015-08-25,222.56,225.69,218.6,223.07,141000000,yfinance
2015-08-26,222.49,228.14,221.3,227.71,139400000,yfinance
2015-08-27,229.78,230.34,228.11,228.94,107400000,yfinance
2015-08-28,231.81,232.55,231.1,232.35,101500000,yfinance
2015-08-31,231.56,232.8,230.53,232.8,98000000,yfinance
2015-09-01,231.86,232.5,229.51,229.55,77900000,yfinance
2015-09-02,226.36,230.71,226.03,229.91,79300000,yfinance
2015-09-03,231.52,231.77,229.58,230.4,73800000,yfinance
2015-09-04,231.23,231.38,227.11,227.9,67200000,yfinance
2015-09-07,227.53,228.71,226.13,227.31,59000000,yfinance
2015-09-08,227.97,228.61,226.61,227.76,82200000,yfinance
2015-09-09,230.54,234.4,230.5,234.4,82900000,yfinance
2015-09-10,232.34,237.18,231.96,237.18,95400000,yfinance
2015-09-11,234.52,235.54,233.61,233.74,65000000,yfinance
2015-09-14,234.45,234.56,231.65,233.06,60800000,yfinance
2015-09-15,232.91,233.91,232.49,233.59,55600000,yfinance
2015-09-16,234.89,239.29,234.77,238.78,89200000,yfinance
2015-09-17,240.35,240.35,238.51,239.29,85400000,yfinance
2015-09-18,239.01,241.3,236.93,241.12,84500000,yfinance
2015-09-21,238.06,239.11,236.3,236.72,52100000,yfinance
2015-09-22,237.84,239.05,236.74,238.68,62100000,yfinance
2015-09-23,235.85,237.02,234.25,234.26,71200000,yfinance
2015-09-24,235.65,235.96,233.9,234.26,56900000,yfinance
2015-09-25,234.48,234.99,232.66,233.79,53200000,yfinance
2015-09-30,230.45,236.73,230.34,236.71,76000000,yfinance
2015-10-01,236.6,239.61,235.83,238.62,62000000,yfinance
2015-10-02,238.39,239.17,237.15,237.15,65100000,yfinance
2015-10-05,238.45,240.14,237.61,237.98,63900000,yfinance
2015-10-06,240.28,240.58,239.1,240.18,66700000,yfinance
2015-10-07,241.14,243.6,241.13,243.52,63800000,yfinance
2015-10-08,244.82,246.02,243.25,246.02,74500000,yfinance
2015-10-12,246.16,247.49,245.29,246.49,104500000,yfinance
2015-10-13,246.22,247.04,245.1,246.04,71200000,yfinance
2015-10-14,245.43,245.74,243.91,244.94,69300000,yfinance
2015-10-15,244.82,248.53,244.69,247.89,70600000,yfinance
2015-10-16,248.34,248.35,246.71,247.37,66000000,yfinance
2015-10-19,247.49,248.19,246.44,247.47,54600000,yfinance
2015-10-20,247.57,248.72,247.07,248.53,78300000,yfinance
2015-10-21,248.4,250.59,247.93,249.25,83600000,yfinance
2015-10-22,249.04,249.43,246.69,247.22,89000000,yfinance
2015-10-23,249.82,251.32,248.97,249.41,81000000,yfinance
2015-10-26,250.58,250.63,249.38,250.36,67700000,yfinance
2015-10-27,249.52,250.18,248.71,250.04,64300000,yfinance
2015-10-28,250.03,250.03,248.33,249.79,87700000,yfinance
2015-10-29,251.19,253.41,248.85,248.93,138200000,yfinance
2015-10-30,249.2,250.87,248.83,249.41,76800000,yfinance
2015-11-02,249.86,250.66,249.33,250.6,61900000,yfinance
2015-11-03,251.44,252.94,251.33,252.12,92500000,yfinance
2015-11-04,252.74,253.22,251.11,252.33,60800000,yfinance
2015-11-05,251.77,252.13,250.58,251.79,60000000,yfinance
2015-11-06,251.53,252.05,249.8,250.25,76300000,yfinance
2015-11-09,249.87,250.01,248.29,249.21,75300000,yfinance
2015-11-10,247.77,247.84,244.94,245.86,77500000,yfinance
2015-11-11,245.47,246.65,244.13,245.86,64200000,yfinance
2015-11-12,245.73,245.97,245.0,245.14,49500000,yfinance
2015-11-13,243.16,243.98,242.56,242.71,59900000,yfinance
2015-11-16,239.41,240.81,238.84,238.87,98800000,yfinance
2015-11-17,241.99,242.93,240.93,241.26,62900000,yfinance
2015-11-18,241.76,242.65,241.16,241.44,80100000,yfinance
2015-11-19,243.1,244.79,242.54,244.79,73700000,yfinance
2015-11-20,244.74,245.5,244.31,244.8,97600000,yfinance
2015-11-23,245.48,246.86,244.94,245.92,69100000,yfinance
2015-11-24,245.96,248.05,245.77,247.51,69400000,yfinance
2015-11-25,247.79,247.85,246.45,246.58,70500000,yfinance
2015-11-26,247.21,249.91,247.21,249.43,84300000,yfinance
2015-11-27,250.46,250.6,248.93,249.07,66700000,yfinance
2015-11-30,248.3,248.4,243.85,244.24,117500000,yfinance
2015-12-01,245.47,249.08,245.39,248.7,61300000,yfinance
2015-12-02,248.9,249.0,246.6,246.6,55600000,yfinance
2015-12-03,245.46,245.49,243.12,244.68,49700000,yfinance
2015-12-04,241.86,243.31,241.64,242.15,48000000,yfinance
2015-12-07,243.76,243.81,240.67,240.68,48500000,yfinance
2015-12-08,240.86,241.77,239.19,239.23,63300000,yfinance
2015-12-09,239.59,240.3,238.67,239.4,65400000,yfinance
2015-12-10,239.28,241.31,238.99,240.6,81200000,yfinance
2015-12-11,240.65,241.83,239.78,240.35,61300000,yfinance
2015-12-14,237.55,238.49,236.94,238.17,72600000,yfinance
2015-12-15,239.13,239.54,237.98,238.8,54300000,yfinance
2015-12-16,240.89,244.37,240.82,243.49,66800000,yfinance
2015-12-17,245.2,245.69,242.77,244.17,63300000,yfinance
2015-12-18,241.71,244.14,241.42,243.0,61100000,yfinance
2015-12-21,243.01,244.69,242.01,243.76,53500000,yfinance
2015-12-22,244.06,245.51,242.58,245.48,70000000,yfinance
2015-12-23,245.64,247.49,244.97,246.53,68700000,yfinance
2015-12-24,247.81,247.96,245.33,245.33,58800000,yfinance
2015-12-28,245.38,245.51,241.79,241.79,66400000,yfinance
2015-12-29,240.69,241.61,238.9,241.22,61600000,yfinance
2015-12-30,242.13,242.42,240.03,240.38,67600000,yfinance
2016-01-04,239.3,239.35,234.63,234.63,68200000,yfinance
2016-01-05,233.96,237.25,233.96,236.13,67000000,yfinance
2016-01-06,236.48,236.48,233.27,234.6,89000000,yfinance
2016-01-07,233.23,234.54,231.52,231.93,88000000,yfinance
2016-01-08,230.4,233.78,229.91,233.68,117200000,yfinance
2016-01-11,230.77,232.27,230.34,230.83,76800000,yfinance
2016-01-12,232.45,232.85,230.25,230.55,72200000,yfinance
2016-01-13,232.24,234.26,231.89,233.52,71900000,yfinance
2016-01-14,230.68,231.52,229.41,231.38,78100000,yfinance
2016-01-15,233.38,233.76,228.01,228.78,96900000,yfinance
2016-01-18,225.56,229.16,225.33,228.59,79300000,yfinance
2016-01-19,228.79,230.12,227.03,230.08,80100000,yfinance
2016-01-20,229.29,229.3,222.92,224.54,121100000,yfinance
2016-01-21,224.83,226.61,223.81,223.81,145400000,yfinance
2016-01-22,226.35,228.79,226.31,228.79,115500000,yfinance
2016-01-25,229.98,231.37,228.99,230.21,75700000,yfinance
2016-01-26,228.66,229.06,226.16,227.19,89500000,yfinance
2016-01-27,229.19,231.13,228.83,230.96,92900000,yfinance
2016-01-28,229.07,231.62,228.02,231.51,131300000,yfinance
2016-01-29,230.97,232.1,228.8,232.1,107900000,yfinance
2016-02-01,232.87,233.84,232.13,233.67,106300000,yfinance
2016-02-02,232.27,232.95,231.05,231.1,87300000,yfinance
2016-02-03,229.29,229.36,227.77,228.97,77800000,yfinance
2016-02-04,230.3,232.94,230.12,232.91,84700000,yfinance
2016-02-05,232.73,233.93,232.27,233.3,90000000,yfinance
2016-02-11,227.77,228.35,226.26,226.7,83600000,yfinance
2016-02-12,225.5,226.63,223.37,224.98,122100000,yfinance
2016-02-15,227.84,228.81,226.86,228.4,82000000,yfinance
2016-02-16,229.26,232.13,228.87,231.52,76700000,yfinance
2016-02-17,231.66,233.3,230.87,231.94,95000000,yfinance
2016-02-18,235.08,235.11,233.52,234.74,81400000,yfinance
2016-02-19,234.11,235.31,233.47,235.27,74300000,yfinance
2016-02-22,234.58,235.73,233.78,234.95,59600000,yfinance
2016-02-23,236.54,236.67,234.42,235.03,70200000,yfinance
2016-02-24,234.3,235.58,233.96,234.91,70400000,yfinance
2016-02-25,235.57,236.91,233.87,235.37,73300000,yfinance
2016-02-26,236.39,236.46,234.86,235.22,77700000,yfinance
2016-02-29,235.4,236.28,234.63,234.63,80400000,yfinance
2016-03-02,238.45,239.08,238.08,238.63,108600000,yfinance
2016-03-03,240.2,240.2,238.68,240.09,111200000,yfinance
2016-03-04,239.84,240.31,238.93,239.74,116600000,yfinance
2016-03-07,240.47,240.91,239.84,240.21,134400000,yfinance
2016-03-08,240.27,240.27,237.32,238.44,119600000,yfinance
2016-03-09,237.64,239.13,237.21,239.13,76700000,yfinance
2016-03-10,239.91,242.51,239.47,241.43,84200000,yfinance
2016-03-11,241.29,242.62,241.17,241.97,60900000,yfinance
2016-03-14,243.9,243.94,241.93,242.15,73900000,yfinance
2016-03-15,242.47,243.0,241.28,241.83,67400000,yfinance
2016-03-16,242.04,243.43,241.63,242.35,73400000,yfinance
2016-03-17,243.65,245.84,243.58,244.09,88900000,yfinance
2016-03-18,245.25,245.27,243.72,244.63,77100000,yfinance
2016-03-21,245.44,245.95,243.2,244.28,72800000,yfinance
2016-03-22,244.75,245.41,244.06,245.41,73800000,yfinance
2016-03-23,245.33,246.18,244.45,245.23,73000000,yfinance
2016-03-24,244.3,245.0,243.31,244.08,74700000,yfinance
2016-03-28,243.86,244.96,243.66,243.95,104200000,yfinance
2016-03-29,244.55,245.88,244.11,245.53,103600000,yfinance
2016-03-30,246.98,247.58,246.07,246.54,103100000,yfinance
2016-03-31,246.95,247.26,244.55,245.86,89200000,yfinance
2016-04-01,245.59,245.66,241.82,242.36,157200000,yfinance
2016-04-04,242.38,243.06,241.73,243.05,68600000,yfinance
2016-04-05,242.1,242.25,240.28,240.58,63900000,yfinance
2016-04-06,240.85,242.59,240.65,241.99,103100000,yfinance
2016-04-07,243.05,243.27,241.03,242.29,138900000,yfinance
2016-04-08,240.59,241.84,239.57,241.77,117400000,yfinance
2016-04-11,241.79,242.29,240.65,242.06,89500000,yfinance
2016-04-12,242.05,243.94,241.72,243.71,102100000,yfinance
2016-04-14,247.01,248.9,246.76,248.89,136900000,yfinance
2016-04-15,248.47,249.03,247.68,248.53,99600000,yfinance
2016-04-18,246.7,248.04,246.32,248.0,82400000,yfinance
2016-04-19,248.67,249.34,247.49,247.88,99800000,yfinance
2016-04-20,248.63,249.56,247.26,247.26,93300000,yfinance
2016-04-21,248.45,249.5,247.92,249.39,87900000,yfinance
2016-04-22,248.44,248.86,247.74,248.32,105800000,yfinance
2016-04-25,248.33,248.45,247.08,248.13,129100000,yfinance
2016-04-26,247.81,249.22,247.7,248.92,134500000,yfinance
2016-04-27,248.87,249.09,248.28,248.69,163100000,yfinance
2016-04-28,249.42,249.52,245.91,246.27,108500000,yfinance
2016-04-29,245.9,246.01,243.89,245.2,104300000,yfinance
2016-05-02,244.86,244.88,243.27,243.47,79000000,yfinance
2016-05-03,244.88,244.9,243.48,244.29,71200000,yfinance
2016-05-04,243.29,243.85,242.23,243.31,110900000,yfinance
2016-05-09,242.84,243.11,241.63,242.23,98200000,yfinance
2016-05-10,241.97,243.68,241.77,243.68,114300000,yfinance
2016-05-11,244.39,244.39,241.99,243.07,87900000,yfinance
2016-05-12,242.23,243.12,241.66,242.34,81700000,yfinance
2016-05-13,242.61,242.73,240.03,240.6,74200000,yfinance
2016-05-16,240.01,241.32,240.01,240.82,97100000,yfinance
2016-05-17,241.67,241.81,240.26,241.03,71700000,yfinance
2016-05-18,240.32,240.46,238.14,239.82,104000000,yfinance
2016-05-19,239.45,239.68,238.47,239.04,103100000,yfinance
2016-05-20,238.67,239.59,238.23,238.74,65900000,yfinance
2016-05-23,239.6,240.08,237.81,239.85,57800000,yfinance
2016-05-24,239.28,239.48,237.65,237.65,89500000,yfinance
2016-05-25,239.68,241.45,239.28,240.91,91200000,yfinance
2016-05-26,241.56,242.05,240.45,240.58,130300000,yfinance
2016-05-27,241.25,242.41,240.74,241.85,92200000,yfinance
2016-05-30,241.94,242.07,240.41,241.73,67400000,yfinance
2016-05-31,241.03,243.84,240.36,243.63,118000000,yfinance
2016-06-01,242.7,244.19,242.48,243.58,78800000,yfinance
2016-06-02,243.88,244.66,243.31,244.18,79000000,yfinance
2016-06-03,244.94,244.94,243.67,244.39,86300000,yfinance
2016-06-07,245.55,247.86,245.54,247.85,79400000,yfinance
2016-06-08,248.24,250.04,247.68,250.04,90700000,yfinance
2016-06-09,250.19,251.51,248.46,250.19,138800000,yfinance
2016-06-10,249.86,249.86,248.63,248.96,89500000,yfinance
2016-06-13,246.74,246.96,243.7,244.05,79100000,yfinance
2016-06-14,243.79,244.46,242.36,243.35,107800000,yfinance
2016-06-15,243.41,244.16,242.19,243.3,84100000,yfinance
2016-06-16,243.66,244.0,240.52,241.61,83300000,yfinance
2016-06-17,243.35,244.02,241.32,241.63,77300000,yfinance
2016-06-20,244.44,245.63,243.74,245.17,75100000,yfinance
2016-06-21,244.6,245.5,243.99,245.34,58400000,yfinance
2016-06-22,245.17,247.03,244.79,246.75,65800000,yfinance
2016-06-23,246.42,246.81,245.64,246.31,66000000,yfinance
2016-06-24,248.23,248.27,234.97,239.21,190000000,yfinance
2016-06-27,236.79,239.28,236.68,239.28,95500000,yfinance
2016-06-28,236.78,240.46,236.73,240.08,79600000,yfinance
2016-06-29,241.29,243.71,240.68,242.32,67400000,yfinance
2016-06-30,244.25,244.48,242.52,244.14,75500000,yfinance
2016-07-01,244.96,247.57,244.78,246.52,63000000,yfinance
2016-07-04,246.66,247.94,246.16,247.62,63600000,yfinance
2016-07-05,247.67,247.84,246.51,246.91,54800000,yfinance
2016-07-06,245.37,245.74,240.73,241.86,71700000,yfinance
2016-07-07,243.15,245.02,242.63,244.6,62200000,yfinance
2016-07-08,244.3,245.4,242.72,243.43,62700000,yfinance
2016-07-11,245.64,247.42,245.44,246.99,63800000,yfinance
2016-07-12,247.36,248.35,246.62,247.14,72900000,yfinance
2016-07-13,249.44,250.26,247.74,249.25,78600000,yfinance
2016-07-14,248.95,249.96,248.36,249.8,67300000,yfinance
2016-07-15,250.61,251.72,249.99,251.02,75700000,yfinance
2016-07-18,251.08,251.65,250.31,251.52,55900000,yfinance
2016-07-19,251.64,251.76,250.08,250.97,62200000,yfinance
2016-07-20,250.37,250.66,249.08,250.66,60000000,yfinance
2016-07-21,251.11,251.36,249.72,250.44,63700000,yfinance
2016-07-22,249.43,250.7,248.97,250.04,55600000,yfinance
2016-07-25,250.4,251.49,249.69,250.65,68800000,yfinance
2016-07-26,250.19,252.76,249.9,252.72,73300000,yfinance
2016-07-27,252.63,253.2,252.13,252.73,78400000,yfinance
2016-07-28,253.27,253.34,251.0,251.86,74200000,yfinance
2016-07-29,252.24,253.37,251.48,251.48,87000000,yfinance
2016-08-01,252.91,254.02,252.81,253.81,91100000,yfinance
2016-08-02,252.8,253.14,251.76,251.93,61700000,yfinance
2016-08-03,250.56,250.56,248.6,248.65,74700000,yfinance
2016-08-04,250.22,250.34,248.65,249.24,54000000,yfinance
2016-08-05,250.21,252.4,249.96,252.36,62000000,yfinance
2016-08-08,253.34,254.18,252.51,254.11,64300000,yfinance
2016-08-09,254.38,256.24,254.19,255.85,60400000,yfinance
2016-08-10,255.68,256.31,255.06,255.43,66900000,yfinance
2016-08-11,255.14,256.18,254.24,256.18,93500000,yfinance
2016-08-12,256.86,257.88,255.7,256.17,74900000,yfinance
2016-08-16,256.95,258.13,256.12,256.15,68300000,yfinance
2016-08-17,255.82,256.32,254.6,256.04,63800000,yfinance
2016-08-18,256.62,258.23,255.8,258.11,64000000,yfinance
2016-08-19,258.42,258.84,257.54,258.69,72800000,yfinance
2016-08-22,258.54,258.63,256.92,257.27,62900000,yfinance
2016-08-23,257.57,258.63,257.09,258.42,65700000,yfinance
2016-08-24,258.4,258.65,256.54,257.3,54500000,yfinance
2016-08-25,256.78,257.76,256.0,257.26,58800000,yfinance
2016-08-26,256.17,256.76,255.02,256.23,68300000,yfinance
2016-08-29,254.93,256.66,254.45,256.49,62800000,yfinance
2016-08-30,257.27,258.93,257.0,257.49,56500000,yfinance
2016-08-31,257.21,257.49,255.9,256.87,66400000,yfinance
2016-09-01,254.95,256.13,253.86,256.03,56100000,yfinance
2016-09-02,256.16,256.73,255.57,256.5,49300000,yfinance
2016-09-05,257.85,259.74,257.63,259.64,54200000,yfinance
2016-09-06,259.39,261.16,259.26,260.93,50000000,yfinance
2016-09-07,261.15,262.1,260.31,260.31,68700000,yfinance
2016-09-08,260.72,261.48,259.41,260.86,79400000,yfinance
2016-09-09,258.68,258.94,256.21,257.31,70100000,yfinance
2016-09-12,252.37,253.43,250.53,250.53,66300000,yfinance
2016-09-13,253.39,253.55,251.66,251.77,74500000,yfinance
2016-09-19,251.51,254.54,251.38,253.93,59800000,yfinance
2016-09-20,253.86,255.23,253.33,255.09,54600000,yfinance
2016-09-21,254.65,256.55,254.56,256.52,52000000,yfinance
2016-09-22,258.46,259.99,258.13,258.34,59900000,yfinance
2016-09-23,258.44,259.14,257.71,258.37,58400000,yfinance
2016-09-26,258.07,259.32,256.9,257.48,43900000,yfinance
